8993.45026003,59869.1871576,693.201670475
9121.87896476,59897.0554256,646.478818384
9064.93465097,59877.0046592,650.681243006
8914.51463966,59838.0910089,678.215144057
9047.11437528,59911.1862834,737.591822444
8868.79434870,59851.4063359,736.023384955
9106.84954580,59874.8413505,612.773731301
9139.19710307,59913.0891398,665.465025849
9059.05485132,59899.3551260,701.666099184
9088.83761984,59925.1968722,733.693514431
9030.63959043,59865.4181995,655.386615254
9167.56887368,59958.0048420,735.758366949
9040.30956961,59919.0401173,759.848514581
8950.33876215,59844.0753665,666.793010297
8891.52608114,59851.8814711,723.533176202
9098.15414424,59911.6747661,694.006015039
9031.79366405,59899.9595540,724.198212085
9004.43808158,59864.2155570,670.941566330
9092.35272225,59896.4110379,663.982449286
8868.93556499,59813.6759753,649.855517956
9024.82579525,59890.1017574,709.419224423
8886.90960434,59807.7774330,623.560511651
9214.81194065,59945.2113355,656.622531551
8953.53406984,59871.9479307,721.843392458
9262.60917473,59972.0188613,650.914034054
9218.33489441,59970.6804821,703.370978402
9212.61195687,59989.6643238,747.420974787
9159.91968093,59946.2454509,717.769378054
9017.52564447,59863.0539023,658.138645470
9008.97154499,59863.3102057,664.308653612
9182.50405756,59987.6397145,777.182532154
9134.67364978,59904.8021618,647.373062825
9169.68942721,59961.3525853,739.743873216
9158.06419115,59963.2538262,757.063437743
9218.08349913,59959.4055602,680.305134098
9211.45639094,59927.3308844,623.613410965
9237.83709799,59967.9640621,655.973274807
9108.91380599,59908.6120657,661.907381564
9173.10891518,59939.1117416,674.318208400
9185.68203491,59997.2617891,786.238375018
8936.80108303,59860.3345149,705.936254571
8999.64960582,59904.7318004,760.985793105
8900.90094330,59861.2678710,735.229078283
9214.47802431,59948.2748327,642.434724697
8898.28626475,59857.5928163,729.033657728
9009.43393930,59877.0301360,686.213263419
9145.67121058,59963.1984863,759.134755011
9046.89875721,59944.9192265,805.575050044
9174.41797907,59959.4837688,717.267018747
9149.65648352,59950.1012259,722.482208356
9189.95860930,59926.9062362,626.632103007
9183.07042871,60014.7616228,828.148307698
9054.88643091,59936.7754286,778.242924996
9095.37696035,59916.1661162,693.908886728
9105.40057403,59928.1334763,711.646303556
9047.12998489,59885.8190711,664.065932396
8861.29731079,59848.0935056,732.123234614
9224.15508042,59975.7943498,682.230058906
9042.63840591,59891.9047366,682.997375090
8901.64366689,59836.2296530,671.384630487
9179.69981518,60016.2712324,835.426747481
9057.84316193,59947.6447315,803.405968988
9119.94863582,59956.6073869,763.110592622
9163.91447781,59944.2918052,691.637037540
9125.70585433,59990.4287455,842.250720073
8886.75671076,59819.0341504,639.167522273
9174.32167163,59968.5664486,732.418701709
9143.85913993,59932.5245587,682.791753603
9199.56114983,59933.1152655,618.630714860
8873.77398827,59819.1174874,648.873940677
9201.30814930,60001.3433765,772.421255813
8965.66879365,59887.3213886,747.370082164
8925.99583642,59853.1834896,695.602254745
9233.14967159,59948.2416655,631.905206445
9250.99377334,59971.3109366,657.860284635
9216.19982986,59977.8497950,714.062759651
9022.14830815,59851.7176028,621.305333961
9152.35363422,59908.2311552,628.949804038
9021.88941073,59899.6959686,730.977289458
8888.93442041,59815.8854687,635.476466159
8898.84252189,59825.1011283,647.964637567
9107.29661154,59964.6779930,798.566445468
9241.71281731,59955.5730457,638.316966545
9198.32776793,59960.0176305,696.682224365
8973.39096997,59898.5556604,768.968615153
9244.88138078,59981.6819099,686.045932517
9057.14482302,59883.8804172,659.902432594
9038.80503678,59922.0774690,762.367628408
9135.32360059,59928.9025482,689.560506916
9170.19308283,60015.4981373,845.821986726
9023.71125229,59875.9143987,673.658873818
9102.98698066,59936.8227860,739.413352725
9132.02295818,59924.6080797,683.980438163
8936.39273466,59843.6213984,668.560913324
8914.27472950,59857.0202414,715.246288834
9011.44398889,59917.5274539,780.255980072
9196.62377886,60012.6479017,810.444193106
9078.86617553,59940.1674408,771.800438500
8992.74692628,59878.7730432,711.341927995
9022.81220431,59926.8601906,789.139640969
9007.68971247,59885.5301901,714.847132407
9079.12297817,59897.1910681,673.445451164
8976.65010395,59861.3821015,680.385163069
9065.46542599,59902.4139675,698.314051876
8959.80966903,59850.3552282,669.514681555
8865.43362998,59842.3105006,716.715528671
8888.56742958,59815.3704963,637.714194828
9116.92712576,59918.8359007,690.447190809
9174.37525744,59978.0561649,765.342896130
8909.92954539,59821.2014806,639.568821701
9247.88850803,59949.5594183,624.621518677
8897.72838401,59839.0012705,681.518213486
9191.73951825,59966.0291053,709.328748083
9067.40785347,59892.8884088,663.327428034
9075.88426024,59912.5355327,700.528870091
9027.89834532,59898.7525668,717.588556902
9008.98559540,59898.7540389,737.222684763
8884.84518449,59812.8340967,625.548470281
8906.92493687,59848.3652393,697.774802468
9253.83954585,59984.1178201,664.365940235
9141.99762721,59978.4213534,798.908126416
9134.07035283,59960.0096412,759.185053886
9168.75159499,59966.8506876,739.615590400
9225.46555828,59954.3859381,640.598722793
8987.38494693,59900.2451530,762.031000734
8917.30068696,59830.5960098,645.863422505
8976.69566969,59882.5846093,726.864006740
9167.47306830,59917.3984296,625.183051607
9157.66339086,59926.7934374,656.858165490
9219.34549588,59996.4982263,740.831985321
9033.33291560,59861.0575169,623.367003632
9080.40305441,59939.9880316,764.787433959
9046.28926309,59930.3177428,776.251856865
9055.43468269,59885.6757854,668.252747436
9125.45625983,59972.7453586,800.345244272
8902.26247102,59849.9158944,707.348472854
9244.26592505,59947.1085665,622.335323340
8947.25948945,59824.3309819,614.484187504
9236.92126175,59970.8166927,679.732162641
9104.93443201,59946.0169665,760.407171127
9131.03523915,59920.7637193,678.735648757
9232.21457646,59976.7716711,696.893968519
9154.66058732,59945.0940464,715.236545608
8901.58104221,59867.5526052,751.458772886
9082.38444005,59915.7114903,708.748477564
8992.12696582,59858.9209792,662.203129894
9128.08790854,59926.0944857,695.344354840
9048.03220019,59926.1323661,766.127433226
8907.16553391,59826.3455381,647.447655516
9102.98490769,59924.6525072,714.561278065
9239.13561089,59989.7364151,713.310067114
